2025-12-25 08:29:56 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-25 08:33:05 | INFO | ai_service.models.summarizer:__init__:34 | Loading summarization model: sshleifer/distilbart-cnn-6-6
2025-12-25 08:33:07 | INFO | ai_service.models.summarizer:__init__:41 | Summarizer loaded successfully on cpu
2025-12-25 08:33:07 | INFO | ai_service.pipelines.summarize:__init__:38 | Summarization pipeline initialized
2025-12-25 08:33:11 | INFO | ai_service.models.summarizer:summarize:104 | Generated summary: 141 chars from 425 chars
2025-12-25 08:33:11 | INFO | ai_service.utils:get_device:185 | Using device: cpu
2025-12-25 08:33:11 | INFO | ai_service.models.ner:__init__:31 | Loading NER model: dslim/distilbert-NER
2025-12-25 08:33:11 | INFO | ai_service.models.ner:__init__:41 | NER model loaded successfully on cpu
2025-12-25 08:33:11 | INFO | ai_service.utils:get_device:185 | Using device: cpu
2025-12-25 08:33:11 | INFO | ai_service.models.classifier:__init__:47 | Loading classifier model: valhalla/distilbart-mnli-12-1
2025-12-25 08:33:13 | INFO | ai_service.models.classifier:__init__:65 | Detected entailment index: 2
2025-12-25 08:33:13 | INFO | ai_service.models.classifier:__init__:66 | Classifier loaded successfully on cpu
2025-12-25 08:33:13 | INFO | ai_service.pipelines.ner:__init__:32 | NER pipeline initialized
2025-12-25 08:33:18 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Flood' with confidence 0.108
2025-12-25 08:33:18 | INFO | ai_service.utils:get_device:185 | Using device: cpu
2025-12-25 08:33:18 | INFO | ai_service.pipelines.verification:__init__:44 | Loading Report Classifier: valhalla/distilbart-mnli-12-1
2025-12-25 08:33:18 | INFO | ai_service.models.classifier:__init__:47 | Loading classifier model: valhalla/distilbart-mnli-12-1
2025-12-25 08:33:19 | INFO | ai_service.models.classifier:__init__:65 | Detected entailment index: 2
2025-12-25 08:33:19 | INFO | ai_service.models.classifier:__init__:66 | Classifier loaded successfully on cpu
2025-12-25 08:33:19 | INFO | ai_service.pipelines.verification:__init__:52 | Loading News Classifier: hamzab/roberta-fake-news-classification
2025-12-25 08:33:21 | INFO | ai_service.pipelines.verification:__init__:65 | Model ID2Label: {0: 'FAKE', 1: 'TRUE'}
2025-12-25 08:33:21 | INFO | ai_service.pipelines.verification:__init__:71 | Verification pipeline initialized
2025-12-25 08:33:21 | INFO | ai_service.pipelines.processor:process_report:152 | Successfully processed report 44e8e61d-b759-4507-aaa7-c18cd39770da
2025-12-25 08:33:22 | INFO | ai_service.pipelines.processor:process_report:97 | Processing report 9dd477c9-ccf4-41e8-939c-434424f631cb
2025-12-25 08:33:23 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Environment' with confidence 0.112
2025-12-25 08:33:26 | INFO | ai_service.models.summarizer:summarize:104 | Generated summary: 185 chars from 414 chars
2025-12-25 08:33:31 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Storm' with confidence 0.096
2025-12-25 08:33:31 | INFO | ai_service.pipelines.processor:process_report:152 | Successfully processed report 9dd477c9-ccf4-41e8-939c-434424f631cb
2025-12-25 08:33:32 | INFO | ai_service.pipelines.processor:process_report:97 | Processing report 9d0a7c08-e747-4eab-a7c2-ac71ed5d9b04
2025-12-25 08:33:33 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Transportation' with confidence 0.111
2025-12-25 08:33:36 | INFO | ai_service.models.summarizer:summarize:104 | Generated summary: 220 chars from 356 chars
2025-12-25 08:33:40 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Seismic Activity' with confidence 0.072
2025-12-25 08:33:40 | INFO | ai_service.pipelines.fact_check:__init__:28 | FactCheck pipeline initialized
2025-12-25 08:33:40 | INFO | ai_service.pipelines.fact_check:verify_claim:100 | Fact checking query: Headline Amateur Inventor Develops Saltwater Battery Capable of Powering a Home for a Decade Without Recharging. Content A retired chemistry news
2025-12-25 08:33:40 | INFO | ai_service.pipelines.processor:process_report:152 | Successfully processed report 9d0a7c08-e747-4eab-a7c2-ac71ed5d9b04
2025-12-25 08:33:42 | INFO | ai_service.pipelines.processor:process_report:97 | Processing report 290340a3-47ca-4f50-96e5-b6ac47923302
2025-12-25 08:33:42 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Environment' with confidence 0.111
2025-12-25 08:33:46 | INFO | ai_service.models.summarizer:summarize:104 | Generated summary: 294 chars from 436 chars
2025-12-25 08:33:51 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Storm' with confidence 0.086
2025-12-25 08:33:51 | INFO | ai_service.pipelines.fact_check:verify_claim:100 | Fact checking query: Headline Mandatory Social Credit Score Linked to Digital Wallets to be Implemented for Online Shopping. Content A leaked draft from news
2025-12-25 08:33:56 | INFO | ai_service.pipelines.processor:process_report:152 | Successfully processed report 290340a3-47ca-4f50-96e5-b6ac47923302
2025-12-25 08:39:57 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-25 08:40:01 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-25 08:40:01 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-25 08:40:05 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-25 08:40:05 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-25 08:40:09 | INFO | ai_service.api:get_unified_processor:174 | Initializing Unified Processor (Lazy Loading)...
2025-12-25 08:40:09 | INFO | ai_service.pipelines.processor:__init__:32 | Unified Processor initialized
2025-12-25 08:40:09 | INFO | ai_service.pipelines.processor:process_report:97 | Processing report 2c88e680-9264-4994-8a40-3c6779cfb3ee
2025-12-25 08:40:09 | INFO | ai_service.utils:get_device:185 | Using device: cpu
2025-12-25 08:40:09 | INFO | ai_service.models.classifier:__init__:47 | Loading classifier model: typeform/distilbert-base-uncased-mnli
2025-12-25 08:40:10 | INFO | ai_service.models.classifier:__init__:65 | Detected entailment index: 0
2025-12-25 08:40:10 | INFO | ai_service.models.classifier:__init__:66 | Classifier loaded successfully on cpu
2025-12-25 08:40:10 | INFO | ai_service.pipelines.classify:__init__:41 | Classification pipeline initialized
2025-12-25 08:40:11 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Infrastructure' with confidence 0.111
2025-12-25 08:40:11 | INFO | ai_service.utils:get_device:185 | Using device: cpu
2025-12-25 08:40:11 | INFO | ai_service.models.summarizer:__init__:34 | Loading summarization model: sshleifer/distilbart-cnn-6-6
2025-12-25 08:40:14 | INFO | ai_service.models.summarizer:__init__:41 | Summarizer loaded successfully on cpu
2025-12-25 08:40:14 | INFO | ai_service.pipelines.summarize:__init__:38 | Summarization pipeline initialized
2025-12-25 08:40:17 | INFO | ai_service.models.summarizer:summarize:104 | Generated summary: 141 chars from 425 chars
2025-12-25 08:40:17 | INFO | ai_service.utils:get_device:185 | Using device: cpu
2025-12-25 08:40:17 | INFO | ai_service.models.ner:__init__:31 | Loading NER model: dslim/bert-base-NER
2025-12-25 08:40:18 | INFO | ai_service.models.ner:__init__:41 | NER model loaded successfully on cpu
2025-12-25 08:40:18 | INFO | ai_service.utils:get_device:185 | Using device: cpu
2025-12-25 08:40:18 | INFO | ai_service.models.classifier:__init__:47 | Loading classifier model: valhalla/distilbart-mnli-12-1
2025-12-25 08:40:20 | INFO | ai_service.models.classifier:__init__:65 | Detected entailment index: 2
2025-12-25 08:40:20 | INFO | ai_service.models.classifier:__init__:66 | Classifier loaded successfully on cpu
2025-12-25 08:40:20 | INFO | ai_service.pipelines.ner:__init__:32 | NER pipeline initialized
2025-12-25 08:40:25 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Flood' with confidence 0.108
2025-12-25 08:40:25 | INFO | ai_service.utils:get_device:185 | Using device: cpu
2025-12-25 08:40:25 | INFO | ai_service.pipelines.verification:__init__:44 | Loading Report Classifier: valhalla/distilbart-mnli-12-1
2025-12-25 08:40:25 | INFO | ai_service.models.classifier:__init__:47 | Loading classifier model: valhalla/distilbart-mnli-12-1
2025-12-25 08:40:26 | INFO | ai_service.models.classifier:__init__:65 | Detected entailment index: 2
2025-12-25 08:40:26 | INFO | ai_service.models.classifier:__init__:66 | Classifier loaded successfully on cpu
2025-12-25 08:40:26 | INFO | ai_service.pipelines.verification:__init__:52 | Loading News Classifier: hamzab/roberta-fake-news-classification
2025-12-25 08:40:29 | INFO | ai_service.pipelines.verification:__init__:65 | Model ID2Label: {0: 'FAKE', 1: 'TRUE'}
2025-12-25 08:40:29 | INFO | ai_service.pipelines.verification:__init__:71 | Verification pipeline initialized
2025-12-25 08:40:29 | INFO | ai_service.pipelines.verification:verify_news:181 | Confidence in neutral range, performing zero-shot cross-check...
2025-12-25 08:40:30 | INFO | ai_service.models.classifier:classify:154 | Classified as 'legitimate news article' with confidence 0.355
2025-12-25 08:40:30 | INFO | ai_service.pipelines.processor:process_report:152 | Successfully processed report 2c88e680-9264-4994-8a40-3c6779cfb3ee
2025-12-25 08:40:31 | INFO | ai_service.pipelines.processor:process_report:97 | Processing report de89dfae-6fc6-4e96-8ba3-07e5d01d9e0c
2025-12-25 08:40:32 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Environment' with confidence 0.112
2025-12-25 08:40:35 | INFO | ai_service.models.summarizer:summarize:104 | Generated summary: 185 chars from 414 chars
2025-12-25 08:40:41 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Storm' with confidence 0.096
2025-12-25 08:40:41 | INFO | ai_service.pipelines.verification:verify_news:181 | Confidence in neutral range, performing zero-shot cross-check...
2025-12-25 08:40:42 | INFO | ai_service.models.classifier:classify:154 | Classified as 'legitimate news article' with confidence 0.357
2025-12-25 08:40:42 | INFO | ai_service.pipelines.processor:process_report:152 | Successfully processed report de89dfae-6fc6-4e96-8ba3-07e5d01d9e0c
2025-12-25 08:40:43 | INFO | ai_service.pipelines.processor:process_report:97 | Processing report ff74ad00-2d7d-41b9-8154-b583f1d21e0c
2025-12-25 08:40:44 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Transportation' with confidence 0.111
2025-12-25 08:40:47 | INFO | ai_service.models.summarizer:summarize:104 | Generated summary: 220 chars from 356 chars
2025-12-25 08:40:52 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Seismic Activity' with confidence 0.072
2025-12-25 08:40:53 | INFO | ai_service.pipelines.fact_check:__init__:28 | FactCheck pipeline initialized
2025-12-25 08:40:53 | INFO | ai_service.pipelines.fact_check:verify_claim:100 | Fact checking query: Headline Amateur Inventor Develops Saltwater Battery Capable of Powering a Home for a Decade Without Recharging. Content A retired chemistry news
2025-12-25 08:40:53 | INFO | ai_service.pipelines.processor:process_report:152 | Successfully processed report ff74ad00-2d7d-41b9-8154-b583f1d21e0c
2025-12-25 08:40:54 | INFO | ai_service.pipelines.processor:process_report:97 | Processing report 079fb115-decb-4c1d-bf9f-df3711d5e4fe
2025-12-25 08:40:55 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Environment' with confidence 0.111
2025-12-25 08:41:00 | INFO | ai_service.models.summarizer:summarize:104 | Generated summary: 294 chars from 436 chars
2025-12-25 08:41:05 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Storm' with confidence 0.086
2025-12-25 08:41:05 | INFO | ai_service.pipelines.fact_check:verify_claim:100 | Fact checking query: Headline Mandatory Social Credit Score Linked to Digital Wallets to be Implemented for Online Shopping. Content A leaked draft from news
2025-12-25 08:41:06 | INFO | ai_service.pipelines.processor:process_report:152 | Successfully processed report 079fb115-decb-4c1d-bf9f-df3711d5e4fe
2025-12-25 08:44:41 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-25 08:44:41 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-25 08:45:06 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-25 08:45:06 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-25 08:51:40 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-25 08:51:44 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-25 08:51:44 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-25 08:53:22 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-25 08:53:26 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-25 08:53:26 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-25 08:53:53 | INFO | ai_service.api:get_unified_processor:174 | Initializing Unified Processor (Lazy Loading)...
2025-12-25 08:53:53 | INFO | ai_service.pipelines.processor:__init__:32 | Unified Processor initialized
2025-12-25 08:53:53 | INFO | ai_service.pipelines.processor:process_report:97 | Processing report 0e3df757-0f98-40cc-a31d-d91cc9d28c6a
2025-12-25 08:53:53 | INFO | ai_service.utils:get_device:185 | Using device: cpu
2025-12-25 08:53:53 | INFO | ai_service.models.classifier:__init__:47 | Loading classifier model: typeform/distilbert-base-uncased-mnli
2025-12-25 08:53:54 | INFO | ai_service.models.classifier:__init__:65 | Detected entailment index: 0
2025-12-25 08:53:54 | INFO | ai_service.models.classifier:__init__:66 | Classifier loaded successfully on cpu
2025-12-25 08:53:54 | INFO | ai_service.pipelines.classify:__init__:41 | Classification pipeline initialized
2025-12-25 08:53:56 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Other' with confidence 0.111
2025-12-25 08:53:56 | INFO | ai_service.utils:get_device:185 | Using device: cpu
2025-12-25 08:53:56 | INFO | ai_service.models.summarizer:__init__:34 | Loading summarization model: sshleifer/distilbart-cnn-6-6
2025-12-25 08:53:58 | INFO | ai_service.models.summarizer:__init__:41 | Summarizer loaded successfully on cpu
2025-12-25 08:53:58 | INFO | ai_service.pipelines.summarize:__init__:38 | Summarization pipeline initialized
2025-12-25 08:54:01 | INFO | ai_service.models.summarizer:summarize:104 | Generated summary: 132 chars from 199 chars
2025-12-25 08:54:01 | INFO | ai_service.utils:get_device:185 | Using device: cpu
2025-12-25 08:54:01 | INFO | ai_service.models.ner:__init__:31 | Loading NER model: dslim/bert-base-NER
2025-12-25 08:54:02 | INFO | ai_service.models.ner:__init__:41 | NER model loaded successfully on cpu
2025-12-25 08:54:02 | INFO | ai_service.utils:get_device:185 | Using device: cpu
2025-12-25 08:54:02 | INFO | ai_service.models.classifier:__init__:47 | Loading classifier model: valhalla/distilbart-mnli-12-1
2025-12-25 08:54:04 | INFO | ai_service.models.classifier:__init__:65 | Detected entailment index: 2
2025-12-25 08:54:04 | INFO | ai_service.models.classifier:__init__:66 | Classifier loaded successfully on cpu
2025-12-25 08:54:04 | INFO | ai_service.pipelines.ner:__init__:32 | NER pipeline initialized
2025-12-25 08:54:07 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Flood' with confidence 0.124
2025-12-25 08:54:07 | INFO | ai_service.utils:get_device:185 | Using device: cpu
2025-12-25 08:54:07 | INFO | ai_service.pipelines.verification:__init__:44 | Loading Report Classifier: valhalla/distilbart-mnli-12-1
2025-12-25 08:54:07 | INFO | ai_service.models.classifier:__init__:47 | Loading classifier model: valhalla/distilbart-mnli-12-1
2025-12-25 08:54:09 | INFO | ai_service.models.classifier:__init__:65 | Detected entailment index: 2
2025-12-25 08:54:09 | INFO | ai_service.models.classifier:__init__:66 | Classifier loaded successfully on cpu
2025-12-25 08:54:09 | INFO | ai_service.pipelines.verification:__init__:52 | Loading News Classifier: hamzab/roberta-fake-news-classification
2025-12-25 08:54:11 | INFO | ai_service.pipelines.verification:__init__:65 | Model ID2Label: {0: 'FAKE', 1: 'TRUE'}
2025-12-25 08:54:11 | INFO | ai_service.pipelines.verification:__init__:71 | Verification pipeline initialized
2025-12-25 08:54:12 | INFO | ai_service.models.classifier:classify:154 | Classified as 'unverified rumor' with confidence 0.336
2025-12-25 08:54:12 | INFO | ai_service.pipelines.processor:process_report:152 | Successfully processed report 0e3df757-0f98-40cc-a31d-d91cc9d28c6a
2025-12-25 08:54:14 | INFO | ai_service.pipelines.processor:process_report:97 | Processing report da4c175f-0b61-4d25-be16-13c7154cd6b9
2025-12-25 08:54:15 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Infrastructure' with confidence 0.111
2025-12-25 08:54:18 | INFO | ai_service.models.summarizer:summarize:104 | Generated summary: 141 chars from 425 chars
2025-12-25 08:54:23 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Flood' with confidence 0.108
2025-12-25 08:54:24 | INFO | ai_service.models.classifier:classify:154 | Classified as 'legitimate news report' with confidence 0.347
2025-12-25 08:54:24 | INFO | ai_service.pipelines.processor:process_report:152 | Successfully processed report da4c175f-0b61-4d25-be16-13c7154cd6b9
2025-12-25 08:54:25 | INFO | ai_service.pipelines.processor:process_report:97 | Processing report 37de078a-572d-4288-a05d-7e3ffa138992
2025-12-25 08:54:26 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Environment' with confidence 0.112
2025-12-25 08:54:30 | INFO | ai_service.models.summarizer:summarize:104 | Generated summary: 185 chars from 414 chars
2025-12-25 08:54:35 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Storm' with confidence 0.096
2025-12-25 08:54:36 | INFO | ai_service.models.classifier:classify:154 | Classified as 'legitimate news report' with confidence 0.358
2025-12-25 08:54:36 | INFO | ai_service.pipelines.processor:process_report:152 | Successfully processed report 37de078a-572d-4288-a05d-7e3ffa138992
2025-12-25 08:54:37 | INFO | ai_service.pipelines.processor:process_report:97 | Processing report 66dd98fa-9982-4135-ab90-73f82c48386e
2025-12-25 08:54:38 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Transportation' with confidence 0.111
2025-12-25 08:54:41 | INFO | ai_service.models.summarizer:summarize:104 | Generated summary: 220 chars from 356 chars
2025-12-25 08:54:45 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Seismic Activity' with confidence 0.072
2025-12-25 08:54:46 | INFO | ai_service.pipelines.fact_check:__init__:28 | FactCheck pipeline initialized
2025-12-25 08:54:46 | INFO | ai_service.pipelines.fact_check:verify_claim:100 | Fact checking query: Headline Amateur Inventor Develops Saltwater Battery Capable of Powering a Home for a Decade Without Recharging. Content A retired chemistry news
2025-12-25 08:54:51 | INFO | ai_service.models.classifier:classify:154 | Classified as 'unverified rumor' with confidence 0.348
2025-12-25 08:54:51 | INFO | ai_service.pipelines.processor:process_report:152 | Successfully processed report 66dd98fa-9982-4135-ab90-73f82c48386e
2025-12-25 08:54:52 | INFO | ai_service.pipelines.processor:process_report:97 | Processing report f25133b3-0881-492b-9926-fab92d7b8a45
2025-12-25 08:54:53 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Environment' with confidence 0.111
2025-12-25 08:54:57 | INFO | ai_service.models.summarizer:summarize:104 | Generated summary: 294 chars from 436 chars
2025-12-25 08:55:02 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Storm' with confidence 0.086
2025-12-25 08:55:02 | INFO | ai_service.pipelines.fact_check:verify_claim:100 | Fact checking query: Headline Mandatory Social Credit Score Linked to Digital Wallets to be Implemented for Online Shopping. Content A leaked draft from news
2025-12-25 08:55:08 | INFO | ai_service.models.classifier:classify:154 | Classified as 'unverified rumor' with confidence 0.381
2025-12-25 08:55:08 | INFO | ai_service.pipelines.processor:process_report:152 | Successfully processed report f25133b3-0881-492b-9926-fab92d7b8a45
2025-12-25 08:56:41 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-25 08:56:41 | INFO | ai_service.utils:setup_logging:147 | Logging initialized at INFO level
2025-12-25 08:57:17 | INFO | ai_service.api:get_classification_pipeline:137 | Initializing classification pipeline
2025-12-25 08:57:17 | INFO | ai_service.utils:get_device:185 | Using device: cpu
2025-12-25 08:57:17 | INFO | ai_service.models.classifier:__init__:47 | Loading classifier model: typeform/distilbert-base-uncased-mnli
2025-12-25 08:57:18 | INFO | ai_service.models.classifier:__init__:65 | Detected entailment index: 0
2025-12-25 08:57:18 | INFO | ai_service.models.classifier:__init__:66 | Classifier loaded successfully on cpu
2025-12-25 08:57:18 | INFO | ai_service.pipelines.classify:__init__:41 | Classification pipeline initialized
2025-12-25 08:57:18 | INFO | ai_service.pipelines.classify:batch_process:125 | Processing batch of 1 texts
2025-12-25 08:57:19 | INFO | ai_service.models.classifier:classify:154 | Classified as 'Other' with confidence 0.111
2025-12-25 08:57:19 | INFO | ai_service.pipelines.classify:batch_process:135 | Batch processing complete: 1/1 successful
